tweet_id,tweet_text,created_at,author_id,clean_text,sentiment
1992162201436877092,@arennakshatra @DealsDhamaka So true I wouldn’t even trust their Nike or Puma shoes which they claim to be original.,2025-11-22 09:24:16+00:00,1125576831262814209,so true i wouldnt even trust their nike or puma shoes which they claim to be original,Positive
1992148781081739392,"PUMA Unisex Shuffle Shoes (White-Red) for RM234.00. 

Get it on Shopee now! https://t.co/TiXYoZIdlL https://t.co/CWsDGVCsqz",2025-11-22 08:30:56+00:00,1863151802667220992,puma unisex shuffle shoes whitered for rm get it on shopee now,Neutral
1992124322933260712,"https://t.co/v8ZWvtMerS @ 61% OFF
Puma Mens Dazzler Sneaker
.
.
#Puma #PumaDazzler #DazzlerSneaker #MensSneakers #PumaShoes #CasualSneakers #SportsStyle #MenFootwear #LifestyleShoes",2025-11-22 06:53:45+00:00,1238316244060663810,off puma mens dazzler sneaker,Neutral
1992107902837088387,"Hi Puma, I bought these shoes on 17th July from the Puma store in Nainital.  I’ve worn these shoes only 4–5 times, and their color has fade. It hasn’t even been 6 months since I purchased them, and I hope you’ll help me with a resolution.
@PUMA  Mobile-8950480350 https://t.co/DfVGQX63o0",2025-11-22 05:48:30+00:00,3180361094,hi puma i bought these shoes on th july from the puma store in nainital ive worn these shoes only times and their color has fade it hasnt even been months since i purchased them and i hope youll help me with a resolution mobile,Neutral
1992070077374746862,"👟 FLAT 70% OFF on PUMA Shoes

👨 Men's 🔗 https://t.co/8cWl0LZhWj
👩 Women's 🔗 https://t.co/8NIrrMBxBt https://t.co/tTG8kU5p05",2025-11-22 03:18:11+00:00,1784674863611097088,flat off on puma shoes mens womens,Negative
1992069853310832998,@Raindropsmedia1 Cheapass puma shoes.,2025-11-22 03:17:18+00:00,1912204941428682753,cheapass puma shoes,Neutral
1992067828095303738,"Myntra Loot : Flat 71% Off On Puma Shoes.

Men's : https://t.co/8tvbzHrtEG
Women's : https://t.co/O4BHRTZqp9",2025-11-22 03:09:15+00:00,1987835107798081536,myntra loot flat off on puma shoes mens womens,Negative
1992067668376273039,"Myntra Loot : Flat 71% Off On Puma Shoes.

Men's : https://t.co/4cWzp0G2WF
Women's : https://t.co/x03SS1Qaif",2025-11-22 03:08:37+00:00,2923571768,myntra loot flat off on puma shoes mens womens,Negative
1992065653399015803,"Myntra Loot : Upto 80% Off On Puma Clothing.

Men’s : https://t.co/WW1jf8ylk5
Women’s : https://t.co/LPQcwzeOiw
Girls : https://t.co/I5Rw0htMZh
Boys : https://t.co/AfqgqKLyFh

Shoes. 
Men’s : https://t.co/XunmoFCq4b
Women’s : https://t.co/UsHD87GCLk",2025-11-22 03:00:37+00:00,1985337657187274752,myntra loot upto off on puma clothing mens womens girls boys shoes mens womens,Neutral
1992065652790567362,"Myntra Loot : Upto 80% Off On Puma Clothing.

Men’s : https://t.co/8hSijgvMVf
Women’s : https://t.co/X20WmVtyVI
Girls : https://t.co/EYAFIP7VWE
Boys : https://t.co/EWiFQGZAmX

Shoes. 
Men’s : 
Women’s : https://t.co/Te1DXhx6cN",2025-11-22 03:00:37+00:00,1729028936854650882,myntra loot upto off on puma clothing mens womens girls boys shoes mens womens,Neutral
1992059964987416813,"Myntra : Flat 71% Off On Puma Shoes.

Men's : https://t.co/9InZWBStTr
Women's : https://t.co/cozpdpFCgS",2025-11-22 02:38:00+00:00,1443095312868864000,myntra flat off on puma shoes mens womens,Negative
1992057252359102579,@Sonic_X_Fort Sonic is only coming back when SEGA had some collaboration merch to sell like the Puma shoes.,2025-11-22 02:27:14+00:00,1324800418241748992,sonic is only coming back when sega had some collaboration merch to sell like the puma shoes,Neutral
1992018163777839479,"@jojojones29 @Pacers @Hali @rayjdennis10 @_flyguyq Tyrese Haliburton is wearing a sweatsuit from The Mayfair Group, with their bunny logo and the phrase ""The life you want is already yours."" His purple shoes are Puma, matching his sponsorship.",2025-11-21 23:51:54+00:00,1720665183188922368,tyrese haliburton is wearing a sweatsuit from the mayfair group with their bunny logo and the phrase the life you want is already yours his purple shoes are puma matching his sponsorship,Neutral
1992009099211657546,@stockx I have a shoe to sale that weight 2.8kg and the weight on the paper i print to send the shoes is written 2kg. What do i have to do ? I send them anyway ? These are the puma fastroid nitro. Big box shoe so more heavy.,2025-11-21 23:15:53+00:00,918910649622847488,i have a shoe to sale that weight kg and the weight on the paper i print to send the shoes is written kg what do i have to do i send them anyway these are the puma fastroid nitro big box shoe so more heavy,Positive
1991992980912341030,@MyGolfSpy Us high net worth individuals know that #Puma golf shoes are the best on the planet. They give us hundreds of pairs every season that they’d otherwise air drop in Africa.,2025-11-21 22:11:50+00:00,1612840880419008512,us high net worth individuals know that golf shoes are the best on the planet they give us hundreds of pairs every season that theyd otherwise air drop in africa,Positive
1991944930042970475,@HornetsLead He gotta get out of those Puma shoes. Him and his bro are constantly injured due to their poor choice in footwear,2025-11-21 19:00:54+00:00,445886157,he gotta get out of those puma shoes him and his bro are constantly injured due to their poor choice in footwear,Negative
1991942445454750019,"DEAL ALERT. ORDER NOW WHILE STILL AVAILABLE

52% OFF

PUMA Men's Dagger Basketball Shoes

NOW ONLY $38.43

LINK TO REDEEM:

https://t.co/wCoxVGl3Rn

*all prices/deals are subject to change at any moment's notice!!! https://t.co/4nWkXbj1hJ",2025-11-21 18:51:02+00:00,1587815424678412292,deal alert order now while still available off puma mens dagger basketball shoes now only link to redeem all pricesdeals are subject to change at any moments notice,Positive
1991939608909906284,Check out Puma Mens Iconic Mid EH High Top Composite Safety Toe Shoes Sneakers Size 7 M https://t.co/I6zXnqBJCX #eBay via @eBay,2025-11-21 18:39:45+00:00,3319249151,check out puma mens iconic mid eh high top composite safety toe shoes sneakers size m via,Positive
1991927980155928744,"What are the best shoes to start running with?

- Asics
- Nike
- Puma
- Adidas
-NB
- Adidas

Budget is around 15-18k.

@chiragbarjatyaa",2025-11-21 17:53:33+00:00,1991915160081235969,what are the best shoes to start running with asics nike puma adidas nb adidas budget is around k,Positive
1991926264702373984,"10. But during a match, Pelé famously bent down to tie his Puma shoes on camera, earning Puma millions in free publicity.

Despite their bitter rivalry, both Adidas and Puma became giants in the global sportswear market. https://t.co/UWaqXLZjKe",2025-11-21 17:46:44+00:00,1897682375657889792,but during a match pel famously bent down to tie his puma shoes on camera earning puma millions in free publicity despite their bitter rivalry both adidas and puma became giants in the global sportswear market,Positive
1991926257181982783,"7. The feud split the town of Herzogenaurach in two.

Adidas employees and supporters lived on one side.

Puma loyalists lived on the other.

Even marriages between Adidas and Puma employees were considered taboo.

Local businesses would even check your shoes before serving you. https://t.co/vkujsanAB8",2025-11-21 17:46:42+00:00,1897682375657889792,the feud split the town of herzogenaurach in two adidas employees and supporters lived on one side puma loyalists lived on the other even marriages between adidas and puma employees were considered taboo local businesses would even check your shoes before serving you,Negative
1991906424679522498,"Yeah, I think my running shoes are done... I'm a size 10, if anyone wants to sponsor me. #puma https://t.co/jYxlf9rfX9",2025-11-21 16:27:54+00:00,245483047,yeah i think my running shoes are done im a size if anyone wants to sponsor me,Positive
1991891085564788749,"@runwago 100 star monthly  🤣
You will get puma shoes in 5 years

great ad",2025-11-21 15:26:57+00:00,1326437800326144000,star monthly you will get puma shoes in years great ad,Positive
1991890524031095253,"Shoes I am considering 

1. Puma velocity nitro 4
2. Adidas Evo SL
3. New balance 1080 v14
4. Asics superblast 2
5. Asics Megablast",2025-11-21 15:24:43+00:00,62209395,shoes i am considering puma velocity nitro adidas evo sl new balance v asics superblast asics megablast,Positive
1991886212085248036,"Ad: STRAIGHT TO CART!
Rick and Morty x LaMelo Ball x Puma Collection

MB.05
Puma US https://t.co/WQQvQH2veY
FTL https://t.co/txHy4rV7uU
CH https://t.co/FVhaF7yVCv

GS MB.05 https://t.co/3UJoEkWf9g

Apparel
Puma US https://t.co/7vOpobVHQz
FTL https://t.co/oGi4n0jv1P
CH https://t.co/MspI0D7oRV",2025-11-21 15:07:35+00:00,1703138106,ad straight to cart rick and morty x lamelo ball x puma collection mb puma us ftl ch gs mb apparel puma us ftl ch,Positive
1991884175473770861,"Ad: NOW LIVE!
Rick and Morty x LaMelo Ball x Puma Collection
FREE shipping

MB.05
Puma US https://t.co/WQQvQH2veY
FTL https://t.co/txHy4rV7uU
CH https://t.co/FVhaF7yVCv

GS MB.05 https://t.co/3UJoEkWf9g

Apparel
Puma US https://t.co/7vOpobVHQz
FTL https://t.co/oGi4n0jv1P
CH https://t.co/P7tfgWWKnT",2025-11-21 14:59:29+00:00,1703138106,ad now live rick and morty x lamelo ball x puma collection free shipping mb puma us ftl ch gs mb apparel puma us ftl ch,Positive
1991881788302782783,"AD: ALMOST LIVE
Rick and Morty x LaMelo Ball x Puma Collection 

- PUMA US
MB.05 https://t.co/0IZlu9KtuU
RS Surge https://t.co/LS0RubJkSf
Apparel https://t.co/wWDjT86kNO

- Footlocker
MB.05
M https://t.co/0Mwyf8D89W
Apparel https://t.co/15gLFgTaJ9

- Champs
MB.05
M https://t.co/GPdFrWXoMU",2025-11-21 14:50:00+00:00,574186881,ad almost live rick and morty x lamelo ball x puma collection puma us mb rs surge apparel footlocker mb m apparel champs mb m,Positive
